,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
8219,8219,Apple just brought is water in the iPad line #SXSW,,No emotion toward brand or product,Apple just brought is water in the iPad line,NEU,1,NEU,0.8807478547096252
8220,8220,"deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",iPad,Positive emotion,"deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! {link}",POS,2,POS,0.7823131084442139
8221,8221,Won a gift certificate to Apple at the Nonprofit Meetup! Hooray for nonprofits and Apple! #sxsw #iPad2time,Apple,Positive emotion,Won a gift certificate to Apple at the Nonprofit Meetup! Hooray for nonprofits and Apple!,POS,2,POS,0.9914849400520325
8222,8222,"Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",,No emotion toward brand or product,"Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper.",NEU,1,POS,0.8143900632858276
8223,8223,Is content curation publishing? Is aggregated content effective with Google-savvy audiences? #sxsw @mention,,No emotion toward brand or product,Is content curation publishing? Is aggregated content effective with Google-savvy audiences?,NEU,1,NEU,0.6407551765441895
8224,8224,On exhibit daily during #SXSW #Art From the #iPad åÇ Austin Details {link},,No emotion toward brand or product,On exhibit daily during From the åÇ Austin Details {link},NEU,1,NEU,0.965239942073822
8225,8225,"&quot;What design decisions do you make based on Google Analytics?&quot; *crickets*.  If you're gonna use metrics, they have to be actionable. #sxsw",,No emotion toward brand or product,"&quot;What design decisions do you make based on Google Analytics?&quot; *crickets*. If you're gonna use metrics, they have to be actionable.",NEU,1,NEU,0.7940146327018738
8226,8226,#SXSW what did you buy at the #AppleATXdt popup store? Do they have anything other than just iPad 2?,,No emotion toward brand or product,what did you buy at the popup store? Do they have anything other than just iPad 2?,NEU,1,NEU,0.8169261813163757
8227,8227,Didn't get enough hacking on #startupbus? RSVP for SuperHappyDevHouse on Sunday in Austin at #sxsw. {link},,No emotion toward brand or product,Didn't get enough hacking on RSVP for SuperHappyDevHouse on Sunday in Austin at {link},NEU,1,NEG,0.5524567365646362
8228,8228,Funny that even CNN is saying to stay clear of Austin Apple store on Friday (iPad 2 launch) cuz of #sxsw. {link},Apple,No emotion toward brand or product,Funny that even CNN is saying to stay clear of Austin Apple store on Friday (iPad 2 launch) cuz of {link},NEU,1,NEU,0.5677816867828369
8229,8229,"I can just feel the buzz!RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,"I can just feel the buzz!RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",POS,2,POS,0.8449961543083191
8230,8230,"Some great free music! -- 
20+ FREE tracks- #SXSW Music Sampler available on @mention @mention ) #fb",,No emotion toward brand or product,Some great free music! -- 20+ FREE tracks- Music Sampler available on ),NEU,1,POS,0.9899495840072632
8231,8231,Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),iPad or iPhone App,Positive emotion,Very smart from iPad app for {link} (may leave my vuvuzela at home now),POS,2,POS,0.984882652759552
8232,8232,The flight from SF to Austin is filled with Google tshirts and YouTube fleeces. #sxsw,,No emotion toward brand or product,The flight from SF to Austin is filled with Google tshirts and YouTube fleeces.,NEU,1,NEG,0.503924548625946
8233,8233,My biggest frustration with #SXSW so far is no one looks where they're going because glued to iPhone.,iPhone,Negative emotion,My biggest frustration with so far is no one looks where they're going because glued to iPhone.,NEG,0,NEG,0.9781787991523743
8234,8234,÷¼ We canÛªt get no frustrationÛ_÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,÷¼ We canÛªt get no frustrationÛ_÷_ {link} ã_,NEU,1,NEU,0.6969812512397766
8235,8235,Arrived at Google and @mention #SXSW party. Awesome.,Google,Positive emotion,Arrived at Google and party. Awesome.,POS,2,POS,0.9909601211547852
8236,8236,Staring at Google Calendar prepping for #SXSW is giving me a headache. But... must... set Interactive/Film schedule soon!,,No emotion toward brand or product,Staring at Google Calendar prepping for is giving me a headache. But... must... set Interactive/Film schedule soon!,NEU,1,NEU,0.6773979663848877
8237,8237,#sxsw Just got a Samsung Focus (windows 7) phone at the android dev meetup. We're excited to try it out and build something.,Android,Positive emotion,Just got a Samsung Focus (windows 7) phone at the android dev meetup. We're excited to try it out and build something.,POS,2,POS,0.978543221950531
8238,8238,Panel just got my head out of my iPad by saying &quot;{link} out loud. #newsapps #sxsw,,No emotion toward brand or product,Panel just got my head out of my iPad by saying &quot;{link} out loud.,NEU,1,NEG,0.8107393383979797
8239,8239,&amp; What happened? :) RT @mention @mention putting a gun 2 @mention head.Give me your iPhone! #SXSW {link},,No emotion toward brand or product,&amp; What happened? :) RT putting a gun 2 head.Give me your iPhone! {link},NEU,1,NEG,0.8883334994316101
8240,8240,"Terms that have high resonance right now #sxsw: Marisa Mater, Google maps and places hotspot.",Other Google product or service,Positive emotion,"Terms that have high resonance right now Marisa Mater, Google maps and places hotspot.",POS,2,POS,0.8741474151611328
8241,8241,If I don't have my iPhone back by #SXSW idk what I'll do..follow the masses I guess..,iPhone,Positive emotion,If I don't have my iPhone back by idk what I'll do..follow the masses I guess..,POS,2,NEU,0.49560680985450745
8242,8242,#sxsw just helped @mention charge her iPhone with my NewTrent IMP1000 battery pack. I love this thing! #unpaid #endorsement,iPhone,Positive emotion,just helped charge her iPhone with my NewTrent IMP1000 battery pack. I love this thing!,POS,2,POS,0.9914407730102539
8243,8243,"Happy that I won an iPad 2 at #drupalcon, but wishing I had it in hand. Should I buy one and return it? #firstworldproblems #sxsw",iPad,Positive emotion,Happy that I won an iPad 2 at but wishing I had it in hand. Should I buy one and return it?,POS,2,POS,0.9564830660820007
8244,8244,Sitting at ihop drooling over the @mention iPhone app. it does everything I would want it to. Awesome! #sxsw,iPad or iPhone App,Positive emotion,Sitting at ihop drooling over the iPhone app. it does everything I would want it to. Awesome!,POS,2,POS,0.9922242164611816
8245,8245,Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},,Positive emotion,Better get in line now. RT Apple is opening up a temp store in downtown Austin for &amp; iPad 2 launch {link},POS,2,POS,0.7004684209823608
8246,8246,Excitement in the social network space with Google's circles {link} #sxsw,Other Google product or service,Positive emotion,Excitement in the social network space with Google's circles {link},POS,2,POS,0.9893224835395813
8247,8247,#SXSW lost iPhone in black Parra hard case. Has pink clouds and thunderbolts on back. Email deshi80227@mention Thanks!,,No emotion toward brand or product,lost iPhone in black Parra hard case. Has pink clouds and thunderbolts on back. Email deshi80227@mention Thanks!,NEU,1,NEG,0.8472882509231567
8248,8248,"found lost iphone in Ballroom D, Austin #, last four digits 7322 #sxsw",,No emotion toward brand or product,"found lost iphone in Ballroom D, Austin last four digits 7322",NEU,1,NEU,0.8192794322967529
8249,8249,Ad jg buat iphone RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,Ad jg buat iphone RT New for now in the App Store includes UberGuide to (cont) {link},NEU,1,NEU,0.599444568157196
8250,8250,Retrollect is now also in Android Market! #SxSW https://market.android.com/details?id=com.borderstylo.retrollect,,Positive emotion,"Retrollect is now also in Android Market! ,",POS,2,POS,0.7327879667282104
8251,8251,#sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,Apple,Positive emotion,that is so cool has a pop up fundraising kiosk for at just kidding but a good idea...,POS,2,POS,0.984123170375824
8252,8252,Best Wurst late night decision ever  RT @mention Whoa! line at the pop up apple store in downtown #sxsw  {link},,No emotion toward brand or product,Best Wurst late night decision ever RT Whoa! line at the pop up apple store in downtown {link},NEU,1,POS,0.9735324382781982
8253,8253,"Google Not Launching A Social Network as reported at #SXSW, contrary to rumors | {link}",,No emotion toward brand or product,Google Not Launching A Social Network as reported at contrary to rumors | {link},NEU,1,NEU,0.9134820699691772
8254,8254,"Google not launching Google Circles Social Network today at #SXSW, maybe preview. #WebProNews {link}",,No emotion toward brand or product,Google not launching Google Circles Social Network today at maybe preview. {link},NEU,1,NEU,0.9542316794395447
8255,8255,"At a great Legal panel about internet privacy, security, free speech issues. W/ google, facebook, aclu attys. #sxsw",,No emotion toward brand or product,"At a great Legal panel about internet privacy, security, free speech issues. W/ google, facebook, aclu attys.",NEU,1,POS,0.9183759093284607
8256,8256,In my next life I'm coming back as an iPad 2. Women can't keep their hands off this thing. #SXSW,iPad,Positive emotion,In my next life I'm coming back as an iPad 2. Women can't keep their hands off this thing.,POS,2,POS,0.6862931847572327
8257,8257,"Is it just me or are @mention jokes on his #sxsw keynote trying to hard but kind of flat?  Android, spitzer, etc.?",,No emotion toward brand or product,"Is it just me or are jokes on his keynote trying to hard but kind of flat? Android, spitzer, etc.?",NEU,1,NEG,0.5752986073493958
8258,8258,Is it just me or has the @mention client for Android gotten really buggy lately? #SXSW to blame?,Android,Negative emotion,Is it just me or has the client for Android gotten really buggy lately? to blame?,NEG,0,NEG,0.9716756343841553
8259,8259,my biggest mistake since South By Southwest last year? writin a book bout iPhone photography instead of makin a photography iPhone app #SXSW,,No emotion toward brand or product,my biggest mistake since South By Southwest last year? writin a book bout iPhone photography instead of makin a photography iPhone app,NEU,1,NEG,0.8498286008834839
8260,8260,Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},Apple,Positive emotion,Very smart move by Apple. A pop-up store during (iPad 2's come out at 5pm tomorrow): {link},POS,2,POS,0.9735502004623413
8261,8261,Just don't move here! @mention RT Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,,No emotion toward brand or product,Just don't move here! RT Last day to get the Austin iPhone app for free {link},NEU,1,NEU,0.8217455744743347
8262,8262,Off to get my badge. Then to find food and drink. Then figure out why my @mention iPhone is NOT roaming at #sxsw. Then unpack. Priorities,iPhone,Negative emotion,Off to get my badge. Then to find food and drink. Then figure out why my iPhone is NOT roaming at Then unpack. Priorities,NEG,0,NEU,0.6650347709655762
8263,8263,I just got my custome iphone 4 case from @mention #sxsw - the artwork is my favorite blackbook piece by @mention  {link},iPhone,Positive emotion,I just got my custome iphone 4 case from - the artwork is my favorite blackbook piece by {link},POS,2,POS,0.9900436401367188
8264,8264,The advent of accessible ebooks [on the iPad] will be viewed by future generations as a landmark for the blind #sxsw #poursite,iPad,Positive emotion,The advent of accessible ebooks [on the iPad] will be viewed by future generations as a landmark for the blind,POS,2,POS,0.9003475904464722
8265,8265,20 Percent of Google Searches are for local information. #SXSW,,No emotion toward brand or product,20 Percent of Google Searches are for local information.,NEU,1,NEU,0.8683589696884155
8266,8266,N25: Night of the Living Dead {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #necro,,No emotion toward brand or product,N25: Night of the Living Dead {link} [codes valid: 4:00-7:59:59p 03/13/11],NEU,1,NEU,0.9624300599098206
8267,8267,Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple,Apple,Positive emotion,Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link},POS,2,POS,0.9729052782058716
8268,8268,Huge shout out to GSDM &amp; Google for the kick ass party tonight! We had an unbelievable time. #SXSW,Google,Positive emotion,Huge shout out to GSDM &amp; Google for the kick ass party tonight! We had an unbelievable time.,POS,2,POS,0.9927592277526855
8269,8269,"First, get Papa Sangre on the iPhone. Their panel was amazing and the game is totally awesome. #sxsw #sxswi",iPad or iPhone App,Positive emotion,"First, get Papa Sangre on the iPhone. Their panel was amazing and the game is totally awesome.",POS,2,POS,0.9889798164367676
8270,8270,Almost got plowed over by a stampede of wooing apple employees running to open the store. #SXSW,,No emotion toward brand or product,Almost got plowed over by a stampede of wooing apple employees running to open the store.,NEU,1,NEG,0.8916639089584351
8271,8271,Google Hot Pot - what the whattt pot....#SXSW,Other Google product or service,No emotion toward brand or product,Google Hot Pot - what the whattt pot....#SXSW,NEU,1,NEU,0.8211397528648376
